發生年度,發生時-Hours,處理別-編號,區序,天候,道路型態,事故位置,路面狀況3,年齡,飲酒情形,座標-X,座標-Y
112,9,2,大安區,陰,單路,路段,無缺陷,46,未飲酒,121.5384766,25.0254977
112,9,2,大安區,陰,單路,路段,無缺陷,43,未飲酒,121.5384766,25.0254977
112,9,2,萬華區,雨,單路,路段,無缺陷,58,未飲酒,121.530676,25.0160039
112,9,2,萬華區,雨,單路,路段,無缺陷,52,未飲酒,121.530676,25.0160039
112,9,2,北投區,晴,單路,路段,無缺陷,44,無法檢測,121.5018637,25.1220059
112,9,2,北投區,晴,單路,路段,無缺陷,40,未飲酒,121.5018637,25.1220059
112,9,2,中山區,晴,單路,路段,無缺陷,45,未飲酒,121.521448,25.05204625
112,9,2,中山區,晴,單路,路段,無缺陷,51,未飲酒,121.521448,25.05204625
112,10,2,中山區,陰,單路,路段,無缺陷,31,未飲酒,121.5371183,25.05527329
112,10,2,中山區,陰,單路,路段,無缺陷,64,未飲酒,121.5371183,25.05527329
112,10,2,中正區,陰,單路,路段,無缺陷,20,未飲酒,121.5210879,25.0440726
112,10,2,中正區,陰,單路,路段,無缺陷,47,未飲酒,121.5210879,25.0440726
112,11,2,中山區,晴,交岔路,交岔路口,無缺陷,33,未飲酒,121.5257364,25.0683527
112,11,2,中山區,晴,交岔路,交岔路口,無缺陷,51,無法檢測,121.5257364,25.0683527
112,11,2,中山區,晴,交岔路,交岔路口,無缺陷,31,未飲酒,121.5257364,25.0683527
112,11,2,北投區,晴,交岔路,交岔路口,無缺陷,63,未飲酒,121.4646181,25.1241318
112,11,2,北投區,晴,交岔路,交岔路口,無缺陷,18,未飲酒,121.4646181,25.1241318
112,11,2,信義區,雨,單路,路段,無缺陷,40,未飲酒,121.5625531,25.0292296
112,11,2,信義區,雨,單路,路段,無缺陷,34,未飲酒,121.5625531,25.0292296
112,11,2,文山區,雨,單路,路段,無缺陷,55,無法檢測,121.5639,24.98869932
112,11,2,文山區,雨,單路,路段,無缺陷,31,未飲酒,121.5639,24.98869932
112,12,2,大安區,雨,單路,路段,無缺陷,28,未飲酒,121.5386667,25.0219349
112,12,2,大安區,雨,單路,路段,無缺陷,25,未飲酒,121.5386667,25.0219349
112,12,2,北投區,晴,交岔路,交岔路口,無缺陷,22,未飲酒,121.5197348,25.10659585
112,12,2,北投區,晴,交岔路,交岔路口,無缺陷,22,未飲酒,121.5197348,25.10659585
112,12,2,北投區,晴,交岔路,交岔路口,無缺陷,50,未飲酒,121.5197348,25.10659585
112,13,2,大安區,陰,單路,路段,無缺陷,36,未飲酒,121.5329346,25.0407306
112,13,2,大安區,陰,單路,路段,無缺陷,22,未飲酒,121.5329346,25.0407306
112,13,2,中正區,晴,單路,路段,無缺陷,27,未飲酒,121.5128281,25.0392096
112,13,2,中正區,晴,單路,路段,無缺陷,54,未飲酒,121.5128281,25.0392096
112,13,2,中山區,晴,單路,路段,無缺陷,62,未飲酒,121.5504386,25.08383925
112,13,2,中山區,晴,單路,路段,無缺陷,64,未飲酒,121.5504386,25.08383925
112,13,2,大安區,陰,交岔路,交岔路口,無缺陷,49,未飲酒,121.5571103,25.04396932
112,13,2,大安區,陰,交岔路,交岔路口,無缺陷,37,未飲酒,121.5571103,25.04396932
112,13,2,大安區,雨,單路,路段,無缺陷,22,未飲酒,121.5500288,25.0331759
112,13,2,大安區,雨,單路,路段,無缺陷,26,未飲酒,121.5500288,25.0331759
112,13,2,大同區,晴,交岔路,交岔路口,無缺陷,41,未飲酒,121.5190388,25.05853742
112,13,2,大同區,晴,交岔路,交岔路口,無缺陷,53,未飲酒,121.5190388,25.05853742
112,13,2,大同區,晴,交岔路,交岔路口,無缺陷,66,未飲酒,121.517638,25.0583799
112,13,2,大同區,晴,交岔路,交岔路口,無缺陷,66,未飲酒,121.517638,25.0583799
112,13,2,中山區,晴,單路,路段,無缺陷,40,未飲酒,121.5421635,25.0496601
112,13,2,中山區,晴,單路,路段,無缺陷,48,無法檢測,121.5421635,25.0496601
112,14,2,大安區,雨,交岔路,交岔路口,無缺陷,27,未飲酒,121.5484552,25.0246677
112,14,2,大安區,雨,交岔路,交岔路口,無缺陷,70,未飲酒,121.5484552,25.0246677
112,14,2,士林區,陰,單路,路段,無缺陷,19,未飲酒,121.5280249,25.0931072
112,14,2,士林區,陰,單路,路段,無缺陷,40,未飲酒,121.5280249,25.0931072
112,14,2,內湖區,雨,交岔路,交岔路口,無缺陷,32,未飲酒,121.6175625,25.06787305
112,14,2,內湖區,雨,交岔路,交岔路口,無缺陷,20,未飲酒,121.6175625,25.06787305
112,14,2,萬華區,陰,交岔路,交岔路口,無缺陷,18,無法檢測,121.4918846,25.02901467
112,14,2,萬華區,陰,交岔路,交岔路口,無缺陷,25,未飲酒,121.4918846,25.02901467
112,14,2,萬華區,陰,交岔路,交岔路口,無缺陷,20,未飲酒,121.4918846,25.02901467
112,14,2,士林區,晴,交岔路,交岔路口,無缺陷,39,未飲酒,121.5093828,25.08663956
112,14,2,士林區,晴,交岔路,交岔路口,無缺陷,48,未飲酒,121.5093828,25.08663956
112,15,2,大安區,陰,交岔路,交岔路口,無缺陷,54,未飲酒,121.5378886,25.0333969
112,15,2,大安區,陰,交岔路,交岔路口,無缺陷,45,未飲酒,121.5378886,25.0333969
112,15,2,中正區,陰,交岔路,交岔路口,無缺陷,62,未飲酒,121.5042042,25.03132924
112,15,2,中正區,陰,交岔路,交岔路口,無缺陷,27,未飲酒,121.5042042,25.03132924
112,15,2,大同區,陰,交岔路,交岔路口,無缺陷,42,未飲酒,121.5200612,25.07529226
112,15,2,大同區,陰,交岔路,交岔路口,無缺陷,22,未飲酒,121.5200612,25.07529226
112,15,2,大同區,陰,交岔路,交岔路口,無缺陷,18,未飲酒,121.5200612,25.07529226
112,16,2,文山區,雨,交岔路,交岔路口,無缺陷,26,未飲酒,121.5414341,24.9960386
112,16,2,文山區,雨,交岔路,交岔路口,無缺陷,43,未飲酒,121.5414341,24.9960386
112,16,2,文山區,雨,交岔路,交岔路口,無缺陷,54,無法檢測,121.5414341,24.9960386
112,16,2,文山區,雨,交岔路,交岔路口,無缺陷,31,未飲酒,121.5571835,24.9807854
112,16,2,文山區,雨,交岔路,交岔路口,無缺陷,83,未飲酒,121.5571835,24.9807854
112,16,2,大同區,晴,單路,路段,無缺陷,13,未飲酒,121.5157102,25.05393215
112,16,2,大同區,晴,單路,路段,無缺陷,45,未飲酒,121.5157102,25.05393215
112,17,2,文山區,雨,單路,路段,無缺陷,70,未飲酒,121.5440294,24.99211205
112,17,2,文山區,雨,單路,路段,無缺陷,32,未飲酒,121.5440294,24.99211205
112,17,2,信義區,雨,交岔路,交岔路口,無缺陷,48,未飲酒,121.5632225,25.0277331
112,17,2,信義區,雨,交岔路,交岔路口,無缺陷,40,未飲酒,121.5632225,25.0277331
112,17,2,南港區,雨,交岔路,交岔路口,無缺陷,41,未飲酒,121.6073994,25.0544171
112,17,2,南港區,雨,交岔路,交岔路口,無缺陷,21,未飲酒,121.6073994,25.0544171
112,17,2,信義區,雨,單路,路段,無缺陷,62,未飲酒,121.5615626,25.04005451
112,17,2,信義區,雨,單路,路段,無缺陷,55,未飲酒,121.5615626,25.04005451
112,17,2,士林區,晴,單路,路段,無缺陷,42,未飲酒,121.5147315,25.0939903
112,17,2,士林區,晴,單路,路段,無缺陷,51,未飲酒,121.5147315,25.0939903
112,17,2,士林區,晴,單路,路段,無缺陷,51,無法檢測,121.5147315,25.0939903
112,18,2,中正區,陰,交岔路,交岔路口,無缺陷,20,未飲酒,121.5190904,25.0446342
112,18,2,中正區,陰,交岔路,交岔路口,無缺陷,85,未飲酒,121.5190904,25.0446342
112,18,2,大安區,雨,交岔路,交岔路口,無缺陷,23,未飲酒,121.5515609,25.0330959
112,18,2,大安區,雨,交岔路,交岔路口,無缺陷,47,未飲酒,121.5515609,25.0330959
112,18,2,大安區,雨,交岔路,交岔路口,無缺陷,22,無法檢測,121.5515609,25.0330959
112,18,2,大安區,雨,單路,路段,無缺陷,61,無法檢測,121.5532261,25.0137802
112,18,2,大安區,雨,單路,路段,無缺陷,36,無法檢測,121.5532261,25.0137802
112,18,2,內湖區,陰,單路,路段,無缺陷,35,未飲酒,121.5801882,25.06720809
112,18,2,內湖區,陰,單路,路段,無缺陷,25,未飲酒,121.5801882,25.06720809
112,18,2,北投區,晴,交岔路,交岔路口,無缺陷,24,未飲酒,121.5198886,25.10970892
112,18,2,北投區,晴,交岔路,交岔路口,無缺陷,34,未飲酒,121.5198886,25.10970892
112,18,2,中山區,陰,單路,路段,無缺陷,30,未飲酒,121.5257255,25.0658931
112,18,2,中山區,陰,單路,路段,無缺陷,52,未飲酒,121.5257255,25.0658931
112,18,2,大安區,晴,交岔路,交岔路口,無缺陷,57,未飲酒,121.5437804,25.0377504
112,18,2,大安區,晴,交岔路,交岔路口,無缺陷,21,未飲酒,121.5437804,25.0377504
112,19,2,中正區,晴,交岔路,交岔路口,無缺陷,34,未飲酒,121.5106211,25.0413649
112,19,2,中正區,晴,交岔路,交岔路口,無缺陷,40,未飲酒,121.5106211,25.0413649
112,19,2,南港區,雨,交岔路,交岔路口,無缺陷,42,無法檢測,121.5922819,25.0541505
112,19,2,南港區,雨,交岔路,交岔路口,無缺陷,18,未飲酒,121.5922819,25.0541505
112,19,2,大安區,雨,交岔路,交岔路口,無缺陷,46,未飲酒,121.5374095,25.0257982
112,19,2,大安區,雨,交岔路,交岔路口,無缺陷,60,未飲酒,121.5374095,25.0257982
112,19,2,信義區,雨,交岔路,交岔路口,無缺陷,36,未飲酒,121.566814,25.0453566
112,19,2,信義區,雨,交岔路,交岔路口,無缺陷,41,未飲酒,121.566814,25.0453566
112,19,2,信義區,雨,交岔路,交岔路口,無缺陷,39,無法檢測,121.566814,25.0453566
112,20,2,中山區,陰,交岔路,交岔路口,無缺陷,52,無法檢測,121.5372354,25.06442298
112,20,2,中山區,陰,交岔路,交岔路口,無缺陷,24,未飲酒,121.5372354,25.06442298
112,20,2,中正區,晴,單路,路段,無缺陷,61,未飲酒,121.5135772,25.0482605
112,20,2,中正區,晴,單路,路段,無缺陷,47,未飲酒,121.5135772,25.0482605
112,20,2,松山區,雨,交岔路,交岔路口,無缺陷,45,未飲酒,121.564541,25.0500733
112,20,2,松山區,雨,交岔路,交岔路口,無缺陷,44,未飲酒,121.564541,25.0500733
112,21,2,信義區,雨,交岔路,交岔路口,無缺陷,0,無法檢測,121.5641678,25.0264808
112,21,2,信義區,雨,交岔路,交岔路口,無缺陷,54,未飲酒,121.5641678,25.0264808
112,21,2,信義區,雨,交岔路,交岔路口,無缺陷,34,未飲酒,121.5641678,25.0264808
112,21,2,文山區,雨,交岔路,交岔路口,無缺陷,62,未飲酒,121.577146,24.9873782
112,21,2,文山區,雨,交岔路,交岔路口,無缺陷,20,未飲酒,121.577146,24.9873782
112,21,2,文山區,雨,交岔路,交岔路口,無缺陷,45,無法檢測,121.577146,24.9873782
112,21,2,大安區,雨,交岔路,交岔路口,無缺陷,30,無法檢測,121.5435809,25.037868
112,21,2,大安區,雨,交岔路,交岔路口,無缺陷,25,未飲酒,121.5435809,25.037868
112,21,2,士林區,晴,交岔路,交岔路口,無缺陷,51,未飲酒,121.5185389,25.09244018
112,21,2,士林區,晴,交岔路,交岔路口,無缺陷,49,無法檢測,121.5185389,25.09244018
112,22,2,信義區,雨,交岔路,交岔路口,無缺陷,43,未飲酒,121.5636058,25.0357697
112,22,2,信義區,雨,交岔路,交岔路口,無缺陷,25,未飲酒,121.5636058,25.0357697
112,22,2,中山區,陰,單路,路段,無缺陷,31,未飲酒,121.5235849,25.0494142
112,22,2,中山區,陰,單路,路段,無缺陷,24,未飲酒,121.5235849,25.0494142
112,22,2,大同區,晴,交岔路,交岔路口,無缺陷,43,未飲酒,121.5082021,25.0506052
112,22,2,大同區,晴,交岔路,交岔路口,無缺陷,37,未飲酒,121.5082021,25.0506052
112,23,2,中山區,晴,交岔路,交岔路口,無缺陷,20,未飲酒,121.5253103,25.0521409
112,23,2,中山區,晴,交岔路,交岔路口,無缺陷,67,未飲酒,121.5253103,25.0521409
112,23,2,信義區,雨,單路,路段,無缺陷,28,未飲酒,121.5778868,25.04130921
112,23,2,信義區,雨,單路,路段,無缺陷,48,無法檢測,121.5778868,25.04130921
112,23,2,士林區,晴,交岔路,交岔路口,無缺陷,54,無法檢測,121.5219119,25.10457723
112,23,2,士林區,晴,交岔路,交岔路口,無缺陷,21,未飲酒,121.5219119,25.10457723
112,23,2,內湖區,雨,交岔路,交岔路口,無缺陷,26,未飲酒,121.5881352,25.0770179
112,23,2,內湖區,雨,交岔路,交岔路口,無缺陷,55,未飲酒,121.5881352,25.0770179
112,0,2,士林區,陰,單路,行人穿越道,無缺陷,28,無法檢測,121.5230579,25.1015341
112,0,2,士林區,陰,單路,行人穿越道,無缺陷,21,無法檢測,121.5230579,25.1015341
112,0,2,南港區,雨,交岔路,交岔路口,無缺陷,31,未飲酒,121.5881986,25.0489918
112,0,2,南港區,雨,交岔路,交岔路口,無缺陷,57,無法檢測,121.5881986,25.0489918
112,1,2,中正區,晴,單路,路段,無缺陷,30,未飲酒,121.5213016,25.04789759
112,1,2,中正區,晴,單路,路段,無缺陷,32,未飲酒,121.5213016,25.04789759
112,2,2,信義區,雨,交岔路,交岔路口,無缺陷,24,未飲酒,121.5646231,25.041092
112,2,2,信義區,雨,交岔路,交岔路口,無缺陷,62,無法檢測,121.5646231,25.041092
112,2,2,信義區,雨,交岔路,交岔路口,無缺陷,43,未飲酒,121.5646231,25.041092
112,6,2,南港區,雨,單路,路段,無缺陷,24,未飲酒,121.5829667,25.0534369
112,6,2,南港區,雨,單路,路段,無缺陷,76,無法檢測,121.5829667,25.0534369
112,7,2,文山區,雨,單路,路段,無缺陷,33,未飲酒,121.587692,25.00259453
112,7,2,文山區,雨,單路,路段,無缺陷,58,未飲酒,121.587692,25.00259453
112,7,2,松山區,雨,交岔路,交岔路口,無缺陷,36,未飲酒,121.556437,25.05583719
112,7,2,松山區,雨,交岔路,交岔路口,無缺陷,46,未飲酒,121.556437,25.05583719
112,7,2,士林區,陰,交岔路,交岔路口,無缺陷,59,未飲酒,121.5190449,25.0877004
112,7,2,士林區,陰,交岔路,交岔路口,無缺陷,37,未飲酒,121.5190449,25.0877004
112,7,2,文山區,雨,交岔路,交岔路口,無缺陷,80,未飲酒,121.5678822,24.99895275
112,7,2,文山區,雨,交岔路,交岔路口,無缺陷,42,未飲酒,121.5678822,24.99895275
112,7,2,文山區,雨,交岔路,交岔路口,無缺陷,2,無法檢測,121.5678822,24.99895275
112,7,2,北投區,晴,單路,路段,無缺陷,29,未飲酒,121.5097599,25.13994086
112,7,2,北投區,晴,單路,路段,無缺陷,28,未飲酒,121.5097599,25.13994086
112,8,2,北投區,晴,單路,路段,無缺陷,62,未飲酒,121.4647331,25.12267021
112,8,2,北投區,晴,單路,路段,無缺陷,19,未飲酒,121.4647331,25.12267021
112,8,2,北投區,晴,單路,路段,無缺陷,63,無法檢測,121.4647331,25.12267021
112,8,2,信義區,雨,交岔路,交岔路口,無缺陷,24,未飲酒,121.5591341,25.0278181
112,8,2,信義區,雨,交岔路,交岔路口,無缺陷,44,未飲酒,121.5591341,25.0278181
112,8,2,信義區,雨,交岔路,交岔路口,無缺陷,39,無法檢測,121.5564777,25.0263599
112,8,2,信義區,雨,交岔路,交岔路口,無缺陷,56,無法檢測,121.5564777,25.0263599
112,8,2,萬華區,晴,單路,路段,無缺陷,56,未飲酒,121.5006249,25.04439817
112,8,2,萬華區,晴,單路,路段,無缺陷,32,未飲酒,121.5006249,25.04439817
112,9,2,信義區,雨,單路,其他,無缺陷,23,未飲酒,121.5683031,25.03400946
112,9,2,信義區,雨,單路,其他,無缺陷,59,未飲酒,121.5683031,25.03400946
112,9,2,內湖區,雨,交岔路,交岔路口,無缺陷,33,無法檢測,121.5901624,25.07039729
112,9,2,內湖區,雨,交岔路,交岔路口,無缺陷,35,未飲酒,121.5901624,25.07039729
112,9,2,內湖區,雨,交岔路,交岔路口,無缺陷,49,未飲酒,121.5901624,25.07039729
112,9,2,萬華區,晴,交岔路,交岔路口,無缺陷,46,未飲酒,121.5016175,25.044903
112,9,2,萬華區,晴,交岔路,交岔路口,無缺陷,37,未飲酒,121.5016175,25.044903
112,9,2,內湖區,陰,交岔路,交岔路口,無缺陷,23,未飲酒,121.584192,25.08450104
112,9,2,內湖區,陰,交岔路,交岔路口,無缺陷,74,無法檢測,121.584192,25.08450104
112,9,2,內湖區,雨,交岔路,交岔路口,無缺陷,68,未飲酒,121.5766659,25.07897597
112,9,2,內湖區,雨,交岔路,交岔路口,無缺陷,26,未飲酒,121.5766659,25.07897597
112,9,2,萬華區,陰,交岔路,交岔路口,無缺陷,57,未飲酒,121.4957509,25.03682101
112,9,2,萬華區,陰,交岔路,交岔路口,無缺陷,27,未飲酒,121.4957509,25.03682101
112,9,2,中山區,陰,單路,路段,無缺陷,20,未飲酒,121.5546016,25.0771496
112,9,2,中山區,陰,單路,路段,無缺陷,31,未飲酒,121.5546016,25.0771496
112,9,2,文山區,陰,交岔路,交岔路口,無缺陷,24,無法檢測,121.5587626,24.9927718
112,9,2,文山區,陰,交岔路,交岔路口,無缺陷,20,未飲酒,121.5587626,24.9927718
112,9,2,中山區,陰,單路,路段,無缺陷,58,未飲酒,121.5315071,25.06262038
112,9,2,中山區,陰,單路,路段,無缺陷,37,未飲酒,121.5315071,25.06262038
112,9,2,大安區,陰,單路,路段,無缺陷,21,未飲酒,121.5365018,25.04252
112,9,2,大安區,陰,單路,路段,無缺陷,23,未飲酒,121.5365018,25.04252
112,9,2,松山區,晴,單路,路段,無缺陷,42,無法檢測,121.5539055,25.0482406
112,9,2,松山區,晴,單路,路段,無缺陷,66,無法檢測,121.5539055,25.0482406
112,9,2,松山區,晴,單路,路段,無缺陷,52,無法檢測,121.5539055,25.0482406
112,9,2,信義區,晴,單路,路段,無缺陷,34,未飲酒,121.5746082,25.0323847
112,9,2,信義區,晴,單路,路段,無缺陷,60,未飲酒,121.5746082,25.0323847
112,9,2,中山區,陰,單路,路段,無缺陷,40,未飲酒,121.5368542,25.0681925
112,9,2,中山區,陰,單路,路段,無缺陷,32,未飲酒,121.5368542,25.0681925
112,9,2,中山區,陰,單路,路段,無缺陷,34,無法檢測,121.5368542,25.0681925
112,9,2,信義區,晴,交岔路,交岔路口,無缺陷,28,未飲酒,121.568765,25.04809096
112,9,2,信義區,晴,交岔路,交岔路口,無缺陷,49,無法檢測,121.568765,25.04809096
112,10,2,信義區,陰,交岔路,交岔路口,無缺陷,34,未飲酒,121.567638,25.0319155
112,10,2,信義區,陰,交岔路,交岔路口,無缺陷,43,未飲酒,121.567638,25.0319155
112,10,2,北投區,晴,單路,路段,無缺陷,19,未飲酒,121.4999405,25.1407486
112,10,2,北投區,晴,單路,路段,無缺陷,73,無法檢測,121.4999405,25.1407486
112,10,2,文山區,陰,交岔路,交岔路口,無缺陷,60,未飲酒,121.5541279,24.9998508
112,10,2,文山區,陰,交岔路,交岔路口,無缺陷,19,未飲酒,121.5541279,24.9998508
112,10,2,內湖區,雨,交岔路,交岔路口,無缺陷,27,未飲酒,121.6090401,25.0721172
112,10,2,內湖區,雨,交岔路,交岔路口,無缺陷,20,未飲酒,121.6090401,25.0721172
112,10,2,大同區,陰,交岔路,交岔路口,無缺陷,27,未飲酒,121.5204256,25.0765222
112,10,2,大同區,陰,交岔路,交岔路口,無缺陷,56,未飲酒,121.5204256,25.0765222
112,10,2,士林區,晴,交岔路,交岔路口,無缺陷,59,未飲酒,121.5334022,25.11269265
112,10,2,士林區,晴,交岔路,交岔路口,無缺陷,20,未飲酒,121.5334022,25.11269265
112,10,2,大同區,晴,交岔路,交岔路口,無缺陷,32,未飲酒,121.5110423,25.0538358
112,10,2,大同區,晴,交岔路,交岔路口,無缺陷,69,未飲酒,121.5110423,25.0538358
112,10,2,士林區,晴,交岔路,交岔路口,無缺陷,20,未飲酒,121.521777,25.10163977
112,10,2,士林區,晴,交岔路,交岔路口,無缺陷,20,無法檢測,121.521777,25.10163977
112,10,2,士林區,晴,交岔路,交岔路口,無缺陷,65,未飲酒,121.521777,25.10163977
112,11,2,文山區,雨,交岔路,交岔路口,無缺陷,52,未飲酒,121.5830863,24.97637557
112,11,2,文山區,雨,交岔路,交岔路口,無缺陷,19,未飲酒,121.5830863,24.97637557
112,11,2,文山區,雨,交岔路,交岔路口,無缺陷,62,未飲酒,121.5830863,24.97637557
112,11,2,大安區,陰,交岔路,交岔路口,無缺陷,72,未飲酒,121.5269828,25.0316925
