發生年度,發生時-Hours,區序,天候,事故位置,路面狀況3,年齡,飲酒情形,座標-X,座標-Y
111,0,06松山區,7,9,4,14,2,121.5442386,25.05715389
111,0,06松山區,7,9,4,56,2,121.5442386,25.05715389
111,0,06松山區,7,9,4,15,10,121.5442386,25.05715389
111,0,04大安區,7,1,4,19,1,121.5374491,25.04155338
111,0,04大安區,7,1,4,19,1,121.5374491,25.04155338
111,0,04大安區,7,1,4,19,10,121.5374491,25.04155338
111,2,02萬華區,8,1,4,67,1,121.5062103,25.03942986
111,2,02萬華區,8,1,4,44,1,121.5062103,25.03942986
111,2,03中山區,8,1,4,66,1,121.5243556,25.0628531
111,2,03中山區,8,1,4,26,1,121.5243556,25.0628531
111,2,05中正區,8,2,4,18,1,121.51732,25.03870714
111,2,05中正區,8,2,4,,,121.51732,25.03870714
111,3,09北投區,8,2,4,59,2,121.4934086,25.13695674
111,3,09北投區,8,2,4,26,3,121.4934086,25.13695674
111,4,07信義區,7,18,4,52,10,121.5575567,25.03327218
111,4,07信義區,7,18,4,66,2,121.5575567,25.03327218
111,4,02萬華區,8,1,4,66,1,121.4967237,25.03112516
111,4,02萬華區,8,1,4,21,1,121.4967237,25.03112516
111,5,02萬華區,8,1,4,72,1,121.496795,25.0199089
111,5,02萬華區,8,1,4,78,1,121.496795,25.0199089
111,6,02萬華區,8,1,4,52,2,121.5041459,25.0301165
111,6,02萬華區,8,1,4,23,2,121.5041459,25.0301165
111,6,03中山區,8,1,4,,11,121.5372832,25.0625404
111,6,03中山區,8,1,4,87,10,121.5372832,25.0625404
111,7,08士林區,8,9,4,58,2,121.5480091,25.11005834
111,7,08士林區,8,9,4,25,9,121.5480091,25.11005834
111,7,08士林區,8,9,4,24,10,121.5480091,25.11005834
111,8,03中山區,8,2,4,62,1,121.5228254,25.06024264
111,8,03中山區,8,2,4,27,10,121.5228254,25.06024264
111,8,07信義區,7,3,4,33,2,121.5684213,25.04113724
111,8,07信義區,7,3,4,19,2,121.5684213,25.04113724
111,9,01大同區,8,9,4,38,2,121.5172803,25.06283634
111,9,01大同區,8,9,4,39,2,121.5172803,25.06283634
111,10,08士林區,7,1,4,23,2,121.5130194,25.08103118
111,10,08士林區,7,1,4,62,2,121.5130194,25.08103118
111,10,08士林區,7,1,4,23,10,121.5130194,25.08103118
111,10,04大安區,7,4,4,18,1,121.5273372,25.03394165
111,10,04大安區,7,4,4,45,1,121.5273372,25.03394165
111,10,04大安區,7,4,4,45,10,121.5273372,25.03394165
111,10,04大安區,8,9,4,47,2,121.5436876,25.0332999
111,10,04大安區,8,9,4,59,10,121.5436876,25.0332999
111,11,04大安區,8,1,4,54,2,121.5471972,25.04216508
111,11,04大安區,8,1,4,31,2,121.5471972,25.04216508
111,11,02萬華區,7,1,4,29,1,121.5093733,25.04600407
111,11,02萬華區,7,1,4,20,1,121.5093733,25.04600407
111,11,02萬華區,7,1,4,22,10,121.5093733,25.04600407
111,11,07信義區,8,2,4,45,1,121.5581741,25.0287043
111,11,07信義區,8,2,4,56,1,121.5581741,25.0287043
111,11,04大安區,8,1,4,29,1,121.546205,25.04294883
111,11,04大安區,8,1,4,29,1,121.546205,25.04294883
111,12,05中正區,8,1,4,25,1,121.5085491,25.03548487
111,12,05中正區,8,1,4,24,1,121.5085491,25.03548487
111,12,08士林區,7,9,4,41,2,121.5217077,25.09471915
111,12,08士林區,7,9,4,38,2,121.5217077,25.09471915
111,12,04大安區,8,2,4,58,1,121.5437057,25.0419218
111,12,04大安區,8,2,4,56,1,121.5437057,25.0419218
111,12,04大安區,8,2,4,66,10,121.5437057,25.0419218
111,12,07信義區,8,1,4,,11,121.5690083,25.04898133
111,12,07信義區,8,1,4,18,1,121.5690083,25.04898133
111,13,11南港區,8,1,4,20,1,121.5835553,25.0465844
111,13,11南港區,8,1,4,28,1,121.5835553,25.0465844
111,14,05中正區,8,1,4,53,2,121.511541,25.04221864
111,14,05中正區,8,1,4,57,2,121.511541,25.04221864
111,14,05中正區,8,1,4,68,11,121.511541,25.04221864
111,14,05中正區,8,1,4,65,10,121.511541,25.04221864
111,15,02萬華區,8,1,4,22,2,121.4997758,25.0262364
111,15,02萬華區,8,1,4,26,2,121.4997758,25.0262364
111,15,02萬華區,8,1,4,22,10,121.4997758,25.0262364
111,15,12內湖區,8,9,4,45,1,121.5611,25.08437442
111,15,12內湖區,8,9,4,42,1,121.5611,25.08437442
111,15,12內湖區,8,9,4,58,11,121.5611,25.08437442
111,15,12內湖區,8,1,4,38,1,121.6012837,25.08429425
111,15,12內湖區,8,1,4,62,1,121.6012837,25.08429425
111,15,03中山區,8,1,4,53,1,121.5397243,25.06722005
111,15,03中山區,8,1,4,92,10,121.5397243,25.06722005
111,16,04大安區,8,1,4,62,2,121.5524557,25.01880325
111,16,04大安區,8,1,4,42,2,121.5524557,25.01880325
111,16,12內湖區,8,8,4,34,1,121.6059283,25.08244452
111,16,12內湖區,8,8,4,78,1,121.6059283,25.08244452
111,16,08士林區,8,2,4,30,1,121.5309252,25.11389943
111,16,08士林區,8,2,4,37,1,121.5309252,25.11389943
111,16,08士林區,8,2,4,29,10,121.5309252,25.11389943
111,16,12內湖區,8,1,4,41,1,121.577892,25.05770631
111,16,12內湖區,8,1,4,34,1,121.577892,25.05770631
111,16,12內湖區,8,1,4,38,10,121.577892,25.05770631
111,16,09北投區,8,8,4,37,1,121.5059566,25.11518675
111,16,09北投區,8,8,4,56,1,121.5059566,25.11518675
111,16,09北投區,8,8,4,39,1,121.5059566,25.11518675
111,16,09北投區,8,8,4,19,11,121.5059566,25.11518675
111,16,09北投區,8,8,4,,,121.5059566,25.11518675
111,17,09北投區,8,9,4,59,1,121.4990581,25.10797065
111,17,09北投區,8,9,4,61,1,121.4990581,25.10797065
111,17,09北投區,8,1,4,57,8,121.5282468,25.12892261
111,17,09北投區,8,1,4,67,1,121.5282468,25.12892261
111,17,07信義區,8,1,4,34,1,121.574816,25.03747593
111,17,07信義區,8,1,4,27,1,121.574816,25.03747593
111,17,08士林區,8,9,4,41,2,121.5098964,25.08673366
111,17,08士林區,8,9,4,20,2,121.5098964,25.08673366
111,17,08士林區,8,9,4,57,10,121.5098964,25.08673366
111,17,08士林區,8,9,4,10,10,121.5098964,25.08673366
111,18,06松山區,7,1,4,51,2,121.5490038,25.05191236
111,18,06松山區,7,1,4,61,10,121.5490038,25.05191236
111,18,02萬華區,8,1,4,,11,121.5085612,25.04373272
111,18,02萬華區,8,1,4,19,2,121.5085612,25.04373272
111,18,08士林區,8,9,4,69,2,121.5249179,25.10579313
111,18,08士林區,8,9,4,39,2,121.5249179,25.10579313
111,19,01大同區,8,9,4,60,2,121.5146782,25.05702471
111,19,01大同區,8,9,4,24,2,121.5146782,25.05702471
111,19,05中正區,8,2,4,68,1,121.5241945,25.0476987
111,19,05中正區,8,2,4,42,1,121.5241945,25.0476987
111,19,04大安區,8,9,4,47,1,121.5256615,25.02305159
111,19,04大安區,8,9,4,50,1,121.5256615,25.02305159
111,19,04大安區,8,9,4,47,10,121.5256615,25.02305159
111,20,01大同區,7,9,4,66,2,121.5089709,25.07460237
111,20,01大同區,7,9,4,34,2,121.5089709,25.07460237
111,21,06松山區,8,9,4,34,2,121.5460765,25.06216627
111,21,06松山區,8,9,4,24,2,121.5460765,25.06216627
111,21,06松山區,8,9,4,24,1,121.5460765,25.06216627
111,23,11南港區,8,2,4,46,2,121.6161963,25.05322447
111,23,11南港區,8,2,4,15,10,121.6161963,25.05322447
111,1,05中正區,8,2,4,37,2,121.5080595,25.0280788
111,1,05中正區,8,2,4,22,2,121.5080595,25.0280788
111,1,05中正區,8,1,4,20,2,121.5301777,25.013517
111,1,05中正區,8,1,4,24,2,121.5301777,25.013517
111,1,05中正區,8,1,4,19,10,121.5301777,25.013517
111,1,05中正區,8,1,4,21,10,121.5301777,25.013517
111,6,07信義區,6,2,4,23,1,121.5777252,25.04326073
111,6,07信義區,6,2,4,,,121.5777252,25.04326073
111,7,12內湖區,8,2,4,42,1,121.5786977,25.06615938
111,7,12內湖區,8,2,4,,,121.5786977,25.06615938
111,9,02萬華區,8,8,4,35,1,121.4993246,25.03287177
111,9,02萬華區,8,8,4,40,1,121.4993246,25.03287177
111,10,06松山區,7,9,4,33,1,121.5673142,25.04873412
111,10,06松山區,7,9,4,26,1,121.5673142,25.04873412
111,11,06松山區,8,9,4,30,1,121.5481713,25.0619321
111,11,06松山區,8,9,4,28,1,121.5481713,25.0619321
111,11,06松山區,8,9,4,41,1,121.5481713,25.0619321
111,11,07信義區,8,1,4,62,2,121.577769,25.04544194
111,11,07信義區,8,1,4,38,2,121.577769,25.04544194
111,12,02萬華區,7,9,4,46,2,121.5017217,25.0330837
111,12,02萬華區,7,9,4,37,2,121.5017217,25.0330837
111,12,02萬華區,7,9,4,16,10,121.5017217,25.0330837
111,12,12內湖區,8,8,4,54,1,121.5776654,25.08387101
111,12,12內湖區,8,8,4,20,1,121.5776654,25.08387101
111,13,01大同區,8,9,4,40,1,121.5160905,25.06544207
111,13,01大同區,8,9,4,64,1,121.5160905,25.06544207
111,13,03中山區,8,1,4,18,1,121.5423208,25.04498413
111,13,03中山區,8,1,4,51,1,121.5423208,25.04498413
111,13,03中山區,8,1,4,19,10,121.5423208,25.04498413
111,13,03中山區,8,1,4,63,10,121.5423208,25.04498413
111,13,03中山區,8,1,4,,,121.5423208,25.04498413
111,13,08士林區,8,22,4,46,2,121.5273493,25.11442408
111,13,08士林區,8,22,4,26,2,121.5273493,25.11442408
111,13,10文山區,8,1,4,20,11,121.5554559,24.99931589
111,13,10文山區,8,1,4,36,11,121.5554559,24.99931589
111,13,10文山區,8,1,4,28,10,121.5554559,24.99931589
111,13,10文山區,8,1,4,23,1,121.5706135,24.98858784
111,13,10文山區,8,1,4,28,1,121.5706135,24.98858784
111,13,10文山區,8,1,4,26,1,121.5706135,24.98858784
111,14,03中山區,8,2,4,20,1,121.5208221,25.06277282
111,14,03中山區,8,2,4,65,1,121.5208221,25.06277282
111,14,03中山區,8,2,4,59,10,121.5208221,25.06277282
111,15,06松山區,8,1,4,62,1,121.5704886,25.05164153
111,15,06松山區,8,1,4,20,1,121.5704886,25.05164153
111,15,05中正區,8,1,4,24,1,121.5336317,25.01527063
111,15,05中正區,8,1,4,31,1,121.5336317,25.01527063
111,15,04大安區,7,2,4,37,1,121.5433897,25.02484935
111,15,04大安區,7,2,4,22,10,121.5433897,25.02484935
111,15,04大安區,7,2,4,22,10,121.5433897,25.02484935
111,15,04大安區,7,2,4,15,10,121.5433897,25.02484935
111,15,07信義區,8,1,4,53,1,121.5706184,25.04574553
111,15,07信義區,8,1,4,24,1,121.5706184,25.04574553
111,15,07信義區,8,1,4,27,1,121.5748055,25.03747279
111,15,07信義區,8,1,4,42,1,121.5748055,25.03747279
111,15,02萬華區,8,1,4,25,2,121.4976794,25.03844192
111,15,02萬華區,8,1,4,28,2,121.4976794,25.03844192
111,15,02萬華區,8,1,4,32,2,121.5063018,25.03888691
111,15,02萬華區,8,1,4,53,2,121.5063018,25.03888691
111,15,02萬華區,8,1,4,45,10,121.5063018,25.03888691
111,16,12內湖區,8,1,4,44,1,121.5816003,25.05962995
111,16,12內湖區,8,1,4,25,1,121.5816003,25.05962995
111,16,05中正區,8,1,4,38,1,121.5158362,25.02744333
111,16,05中正區,8,1,4,28,1,121.5158362,25.02744333
111,16,05中正區,8,1,4,30,10,121.5158362,25.02744333
111,16,09北投區,8,9,4,24,1,121.5096114,25.11190831
111,16,09北投區,8,9,4,57,1,121.5096114,25.11190831
111,16,12內湖區,8,9,4,29,1,121.6053996,25.07242272
111,16,12內湖區,8,9,4,22,1,121.6053996,25.07242272
111,17,05中正區,8,11,4,43,1,121.5322405,25.00884367
111,17,05中正區,8,11,4,68,1,121.5322405,25.00884367
111,17,05中正區,8,11,4,43,1,121.5322405,25.00884367
111,17,05中正區,8,11,4,25,1,121.5322405,25.00884367
111,17,10文山區,6,2,4,72,2,121.5709287,24.9916051
111,17,10文山區,6,2,4,36,2,121.5709287,24.9916051
111,17,03中山區,8,1,4,66,1,121.5302833,25.06200388
111,17,03中山區,8,1,4,26,1,121.5302833,25.06200388
111,18,01大同區,8,9,4,59,1,121.5111248,25.06062496
111,18,01大同區,8,9,4,32,1,121.5111248,25.06062496
111,18,01大同區,8,9,4,25,1,121.5111248,25.06062496
111,18,01大同區,8,9,4,29,1,121.5111248,25.06062496
111,18,06松山區,8,9,4,35,1,121.5519136,25.04465228
111,18,06松山區,8,9,4,44,1,121.5519136,25.04465228
111,19,10文山區,6,1,4,65,1,121.5455026,24.9999826
111,19,10文山區,6,1,4,40,1,121.5455026,24.9999826
111,19,12內湖區,7,9,4,27,1,121.5707498,25.08017433
111,19,12內湖區,7,9,4,42,1,121.5707498,25.08017433
111,19,12內湖區,7,9,4,6,10,121.5707498,25.08017433
111,19,08士林區,8,9,4,42,7,121.5243981,25.0807045
111,19,08士林區,8,9,4,,,121.5243981,25.0807045
111,19,08士林區,8,9,4,,,121.5243981,25.0807045
111,19,10文山區,6,1,4,29,2,121.5408597,24.98835208
111,19,10文山區,6,1,4,48,2,121.5408597,24.98835208
111,19,03中山區,7,2,4,38,1,121.5303749,25.05796123
111,19,03中山區,7,2,4,37,1,121.5303749,25.05796123
111,19,03中山區,7,2,4,41,1,121.5303749,25.05796123
111,19,09北投區,8,8,4,35,2,121.5041585,25.11694507
111,19,09北投區,8,8,4,20,2,121.5041585,25.11694507
111,20,05中正區,6,9,4,40,1,121.5313107,25.01767628
111,20,05中正區,6,9,4,72,10,121.5313107,25.01767628
111,20,08士林區,8,9,4,50,2,121.5091689,25.08703113
111,20,08士林區,8,9,4,19,2,121.5091689,25.08703113
111,21,10文山區,6,9,4,19,2,121.5737702,24.98950993
111,21,10文山區,6,9,4,,11,121.5737702,24.98950993
111,21,10文山區,6,9,4,36,11,121.5737702,24.98950993
111,21,10文山區,6,9,4,47,2,121.5540498,24.9832794
111,21,10文山區,6,9,4,41,2,121.5540498,24.9832794
111,21,03中山區,7,2,4,27,1,121.544125,25.06191827
111,21,03中山區,7,2,4,55,1,121.544125,25.06191827
111,21,07信義區,7,1,4,44,1,121.5685599,25.04050684
111,21,07信義區,7,1,4,18,1,121.5685599,25.04050684
111,21,07信義區,7,1,4,20,10,121.5685599,25.04050684
111,22,05中正區,7,1,4,45,2,121.5101857,25.04813298
111,22,05中正區,7,1,4,45,2,121.5101857,25.04813298
111,22,03中山區,8,1,4,33,1,121.5686472,25.07738147
111,22,03中山區,8,1,4,24,1,121.5686472,25.07738147
111,22,08士林區,8,2,4,33,2,121.5215427,25.09134059
111,22,08士林區,8,2,4,18,2,121.5215427,25.09134059
111,22,12內湖區,6,1,4,56,1,121.6152482,25.06733033
111,22,12內湖區,6,1,4,25,1,121.6152482,25.06733033
111,22,12內湖區,6,1,4,23,10,121.6152482,25.06733033
111,0,02萬華區,8,1,4,38,2,121.5039314,25.0384791
111,0,02萬華區,8,1,4,39,1,121.5039314,25.0384791
111,0,10文山區,6,9,4,20,2,121.5711146,24.99773806
111,0,10文山區,6,9,4,57,11,121.5711146,24.99773806
111,0,10文山區,6,9,4,,,121.5711146,24.99773806
111,6,08士林區,8,9,4,40,3,121.4961646,25.10113106
111,6,08士林區,8,9,4,39,2,121.4961646,25.10113106
111,6,08士林區,8,9,4,,,121.4961646,25.10113106
111,6,10文山區,8,9,4,27,1,121.5783334,24.98712831
111,6,10文山區,8,9,4,,,121.5783334,24.98712831
111,7,05中正區,8,9,4,63,2,121.5049376,25.0292954
111,7,05中正區,8,9,4,31,2,121.5049376,25.0292954
111,7,03中山區,8,11,4,19,1,121.5444211,25.07394163
111,7,03中山區,8,11,4,43,1,121.5444211,25.07394163
111,7,03中山區,8,11,4,28,1,121.5444211,25.07394163
111,7,03中山區,8,11,4,40,1,121.5444211,25.07394163
111,8,06松山區,8,1,4,45,1,121.5704581,25.0514536
111,8,06松山區,8,1,4,22,1,121.5704581,25.0514536
111,8,11南港區,7,9,4,26,1,121.5810194,25.01294849
111,8,11南港區,7,9,4,37,2,121.5810194,25.01294849
111,8,02萬華區,8,1,4,54,2,121.503709,25.04646851
111,8,02萬華區,8,1,4,34,2,121.503709,25.04646851
111,8,02萬華區,8,1,4,27,10,121.503709,25.04646851
111,8,07信義區,7,1,4,66,1,121.5605273,25.01638669
111,8,07信義區,7,1,4,28,1,121.5605273,25.01638669
111,8,07信義區,7,1,4,42,9,121.5605273,25.01638669
111,8,03中山區,8,1,4,46,1,121.5562853,25.07730623
111,8,03中山區,8,1,4,31,1,121.5562853,25.07730623
111,8,03中山區,8,9,4,43,1,121.5443567,25.07937492
111,8,03中山區,8,9,4,59,11,121.5443567,25.07937492
111,8,09北投區,8,1,4,18,1,121.5122444,25.1015968
111,8,09北投區,8,1,4,28,1,121.5122444,25.1015968
111,8,09北投區,8,1,4,41,1,121.5122444,25.1015968
111,8,12內湖區,8,1,4,45,1,121.5736416,25.07503034
111,8,12內湖區,8,1,4,28,1,121.5736416,25.07503034
111,8,02萬華區,8,9,4,28,1,121.4954965,25.02856992
111,8,02萬華區,8,9,4,57,11,121.4954965,25.02856992
111,8,01大同區,8,1,4,22,2,121.5180913,25.06280919
111,8,01大同區,8,1,4,33,2,121.5180913,25.06280919
111,8,07信義區,7,9,4,28,1,121.5564731,25.02775409
111,8,07信義區,7,9,4,39,1,121.5564731,25.02775409
111,8,07信義區,7,9,4,,,121.5564731,25.02775409
111,9,06松山區,8,9,4,35,1,121.5509062,25.06116857
111,9,06松山區,8,9,4,39,1,121.5509062,25.06116857
111,9,04大安區,8,9,4,52,1,121.5331611,25.01597871
111,9,04大安區,8,9,4,26,1,121.5331611,25.01597871
111,9,04大安區,8,9,4,54,10,121.5331611,25.01597871
111,9,10文山區,8,9,4,31,2,121.5392056,25.0043117
111,9,10文山區,8,9,4,33,2,121.5392056,25.0043117
111,9,08士林區,8,1,4,27,1,121.546098,25.1356849
111,9,08士林區,8,1,4,22,1,121.546098,25.1356849
111,9,11南港區,8,1,4,34,1,121.5971201,25.05849991
111,9,11南港區,8,1,4,36,1,121.5971201,25.05849991
111,9,04大安區,8,1,4,44,1,121.5406997,25.04231977
111,9,04大安區,8,1,4,30,1,121.5406997,25.04231977
111,9,12內湖區,8,2,4,60,1,121.6202078,25.07550496
111,9,12內湖區,8,2,4,27,1,121.6202078,25.07550496
111,9,03中山區,8,7,4,41,1,121.53379,25.05209856
111,9,03中山區,8,7,4,56,1,121.53379,25.05209856
111,9,03中山區,8,7,4,51,10,121.53379,25.05209856
111,10,10文山區,8,1,4,69,2,121.5413932,24.99291379
111,10,10文山區,8,1,4,64,10,121.5413932,24.99291379
111,10,08士林區,8,2,4,38,2,121.5098918,25.08424887
111,10,08士林區,8,2,4,44,2,121.5098918,25.08424887
111,10,08士林區,8,2,4,38,1,121.5156964,25.090438
111,10,08士林區,8,2,4,67,1,121.5156964,25.090438
111,10,01大同區,8,9,4,20,2,121.511062,25.05694186
111,10,01大同區,8,9,4,39,2,121.511062,25.05694186
111,10,09北投區,8,1,4,69,2,121.4871292,25.14022695
111,10,09北投區,8,1,4,69,2,121.4871292,25.14022695
111,11,08士林區,8,9,4,48,1,121.5318456,25.10893246
111,11,08士林區,8,9,4,23,1,121.5318456,25.10893246
111,12,09北投區,8,12,4,29,1,121.4939201,25.12128107
111,12,09北投區,8,12,4,28,1,121.4939201,25.12128107
111,12,10文山區,8,9,4,33,1,121.579943,24.98329985
111,12,10文山區,8,9,4,66,1,121.579943,24.98329985
111,12,07信義區,8,1,4,48,1,121.5810693,25.04308815
111,12,07信義區,8,1,4,24,1,121.5810693,25.04308815
111,12,01大同區,7,2,4,,11,121.5132066,25.04957995
111,12,01大同區,7,2,4,66,9,121.5132066,25.04957995
111,12,01大同區,7,2,4,64,10,121.5132066,25.04957995
111,13,03中山區,8,1,4,72,1,121.5369153,25.06249512
111,13,03中山區,8,1,4,72,1,121.5369153,25.06249512
111,13,04大安區,8,1,4,50,2,121.5452846,25.04239158
111,13,04大安區,8,1,4,20,2,121.5452846,25.04239158
111,13,04大安區,8,1,4,44,2,121.5452846,25.04239158
111,13,12內湖區,8,2,4,51,1,121.6138201,25.06537049
111,13,12內湖區,8,2,4,61,1,121.6138201,25.06537049
111,13,01大同區,8,9,4,59,2,121.5069756,25.05248908
111,13,01大同區,8,9,4,29,2,121.5069756,25.05248908
111,13,01大同區,8,2,4,49,2,121.518264,25.05495574
111,13,01大同區,8,2,4,57,2,121.518264,25.05495574
111,14,08士林區,8,2,4,21,1,121.5482881,25.13580268
111,14,08士林區,8,2,4,20,1,121.5482881,25.13580268
111,14,03中山區,8,1,4,30,1,121.5255607,25.0603052
111,14,03中山區,8,1,4,44,1,121.5255607,25.0603052
111,14,12內湖區,8,2,4,69,1,121.5916319,25.08528749
111,14,12內湖區,8,2,4,18,1,121.5916319,25.08528749
111,14,12內湖區,8,2,4,41,10,121.5916319,25.08528749
111,15,11南港區,8,1,4,22,2,121.5896086,25.03853126
111,15,11南港區,8,1,4,37,2,121.5896086,25.03853126
111,15,11南港區,8,1,4,71,1,121.5896086,25.03853126
111,15,10文山區,8,9,4,21,1,121.5463241,24.98582491
111,15,10文山區,8,9,4,34,1,121.5463241,24.98582491
111,15,02萬華區,8,9,4,60,1,121.5023589,25.04222883
111,15,02萬華區,8,9,4,32,1,121.5023589,25.04222883
111,16,12內湖區,8,9,4,58,1,121.5789062,25.0648427
111,16,12內湖區,8,9,4,44,1,121.5789062,25.0648427
111,16,12內湖區,8,1,4,44,1,121.6152452,25.06734919
111,16,12內湖區,8,1,4,63,1,121.6152452,25.06734919
111,16,01大同區,8,9,4,26,1,121.5079647,25.05649118
111,16,01大同區,8,9,4,27,1,121.5079647,25.05649118
111,16,01大同區,8,9,4,29,10,121.5079647,25.05649118
111,16,06松山區,7,9,4,24,1,121.5551164,25.052225
111,16,06松山區,7,9,4,20,1,121.5551164,25.052225
111,16,05中正區,8,9,4,66,1,121.5188741,25.028972
111,16,05中正區,8,9,4,47,1,121.5188741,25.028972
111,16,05中正區,8,1,4,62,2,121.5129091,25.03861999
111,16,05中正區,8,1,4,51,2,121.5129091,25.03861999
111,17,03中山區,7,1,4,45,1,121.530284,25.06201148
111,17,03中山區,7,1,4,22,1,121.530284,25.06201148
111,17,07信義區,8,1,4,30,1,121.5685354,25.0404782
111,17,07信義區,8,1,4,23,1,121.5685354,25.0404782
111,17,12內湖區,8,1,4,62,2,121.6065713,25.08197424
111,17,12內湖區,8,1,4,68,2,121.6065713,25.08197424
111,17,12內湖區,8,2,4,69,1,121.5747218,25.0703533
111,17,12內湖區,8,2,4,42,1,121.5747218,25.0703533
111,17,01大同區,8,11,4,54,2,121.5204975,25.07659519
111,17,01大同區,8,11,4,19,2,121.5204975,25.07659519
111,17,01大同區,8,11,4,51,2,121.5204975,25.07659519
111,17,01大同區,8,11,4,19,2,121.5204975,25.07659519
111,17,01大同區,8,11,4,17,10,121.5204975,25.07659519
111,17,01大同區,8,11,4,39,10,121.5204975,25.07659519
111,17,12內湖區,7,7,4,39,1,121.5688112,25.08642769
111,17,12內湖區,7,7,4,89,10,121.5688112,25.08642769
111,17,12內湖區,8,5,4,43,1,121.6215196,25.07632216
111,17,12內湖區,8,5,4,27,1,121.6215196,25.07632216
111,17,12內湖區,8,5,4,27,10,121.6215196,25.07632216
111,17,03中山區,7,2,4,26,1,121.5254601,25.05583462
111,17,03中山區,7,2,4,34,1,121.5254601,25.05583462
111,18,08士林區,8,1,4,71,2,121.5315434,25.1215026
111,18,08士林區,8,1,4,26,2,121.5315434,25.1215026
111,18,06松山區,8,2,4,25,1,121.5720124,25.05089693
111,18,06松山區,8,2,4,16,1,121.5720124,25.05089693
111,18,05中正區,8,1,4,39,1,121.5072858,25.0305784
111,18,05中正區,8,1,4,53,1,121.5072858,25.0305784
111,18,03中山區,8,9,4,50,1,121.542812,25.0672639
111,18,03中山區,8,9,4,45,1,121.542812,25.0672639
111,18,08士林區,7,2,4,54,1,121.5248569,25.10641416
111,18,08士林區,7,2,4,71,1,121.5248569,25.10641416
111,18,06松山區,8,1,4,36,1,121.565372,25.05004849
111,18,06松山區,8,1,4,49,1,121.565372,25.05004849
111,18,10文山區,8,1,4,65,2,121.5389339,25.0022346
111,18,10文山區,8,1,4,19,2,121.5389339,25.0022346
111,19,12內湖區,8,1,4,43,1,121.6081745,25.07236006
111,19,12內湖區,8,1,4,22,1,121.6081745,25.07236006
111,19,03中山區,7,9,4,47,1,121.5315452,25.05539225
111,19,03中山區,7,9,4,42,1,121.5315452,25.05539225
111,19,12內湖區,8,1,4,21,2,121.5655427,25.08299836
111,19,12內湖區,8,1,4,64,10,121.5655427,25.08299836
111,19,05中正區,7,2,4,71,2,121.5129454,25.0405014
111,19,05中正區,7,2,4,41,2,121.5129454,25.0405014
111,19,05中正區,7,2,4,35,2,121.5129454,25.0405014
111,19,05中正區,7,2,4,21,2,121.5129454,25.0405014
111,19,05中正區,7,2,4,25,10,121.5129454,25.0405014
111,19,04大安區,8,9,4,35,1,121.5309935,25.01826268
111,19,04大安區,8,9,4,43,1,121.5309935,25.01826268
111,19,04大安區,8,9,4,34,1,121.5309935,25.01826268
111,19,09北投區,8,9,4,18,1,121.5086197,25.11808548
111,19,09北投區,8,9,4,25,1,121.5086197,25.11808548
111,20,04大安區,8,9,4,52,1,121.553817,25.042651
111,20,04大安區,8,9,4,41,10,121.553817,25.042651
111,20,10文山區,8,9,4,47,1,121.5705904,24.99597592
111,20,10文山區,8,9,4,40,1,121.5705904,24.99597592
111,20,12內湖區,8,8,4,44,2,121.6032838,25.07336
111,20,12內湖區,8,8,4,76,2,121.6032838,25.07336
111,20,12內湖區,8,8,4,40,2,121.6032838,25.07336
111,20,03中山區,7,2,4,52,2,121.5490479,25.0829019
111,20,03中山區,7,2,4,19,2,121.5490479,25.0829019
111,20,03中山區,7,2,4,18,10,121.5490479,25.0829019
111,20,10文山區,8,1,4,49,2,121.5706345,24.98657416
111,20,10文山區,8,1,4,23,2,121.5706345,24.98657416
111,20,08士林區,7,9,4,26,1,121.5096064,25.08666644
111,20,08士林區,7,9,4,25,1,121.5096064,25.08666644
111,20,08士林區,7,9,4,23,10,121.5096064,25.08666644
111,21,09北投區,8,9,4,20,1,121.4659402,25.12667888
111,21,09北投區,8,9,4,23,1,121.4659402,25.12667888
111,21,03中山區,7,8,4,59,10,121.5432676,25.05187677
111,21,03中山區,7,8,4,20,2,121.5432676,25.05187677
111,21,03中山區,7,9,4,40,9,121.5239856,25.0602424
111,21,03中山區,7,9,4,47,9,121.5239856,25.0602424
111,21,05中正區,8,12,4,66,2,121.5056649,25.0332323
111,21,05中正區,8,12,4,29,2,121.5056649,25.0332323
111,21,05中正區,8,12,4,17,10,121.5056649,25.0332323
111,22,05中正區,8,1,4,21,2,121.5177639,25.03861826
111,22,05中正區,8,1,4,64,2,121.5177639,25.03861826
111,22,05中正區,8,1,4,20,10,121.5177639,25.03861826
111,22,12內湖區,8,2,4,68,2,121.5767453,25.07934082
111,22,12內湖區,8,2,4,18,2,121.5767453,25.07934082
111,22,08士林區,7,9,4,16,10,121.5232241,25.08485505
111,22,08士林區,7,9,4,24,1,121.5232241,25.08485505
111,23,02萬華區,8,1,4,52,2,121.5043489,25.01979808
111,23,02萬華區,8,1,4,22,2,121.5043489,25.01979808
111,23,09北投區,8,1,4,,11,121.5072141,25.1144147
111,23,09北投區,8,1,4,19,2,121.5072141,25.1144147
111,23,09北投區,8,1,4,55,2,121.5072141,25.1144147
111,23,04大安區,8,2,4,18,1,121.5461889,25.04265508
111,23,04大安區,8,2,4,60,1,121.5461889,25.04265508
111,0,12內湖區,8,9,4,20,1,121.5801435,25.05377854
